OBJECTID,Planning Region,ARC Modeling Area,Geographic ID for geographic unit,Logical record number,Summary level of geographic unit,Geography Vintage,Name of geographic unit,"# Total population, 2021","# Total population, 2021 (MOE)","# Area, square miles, 2021","Population density (people per square mile), 2021",Shape__Area,Shape__Length
1276,Atlanta Regional Commission,Yes,13121004400,2280,Tract,2020,"Census Tract 44, Fulton County",3012,772,0.31899,9442.3,8888226.52148438,12620.7786040064
1277,Atlanta Regional Commission,Yes,13121004800,2281,Tract,2020,"Census Tract 48, Fulton County",1091,343,0.145628,7491.7,4057726.96655273,8590.0657996208
1278,Atlanta Regional Commission,Yes,13121003900,2275,Tract,2020,"Census Tract 39, Fulton County",1692,551,0.325262,5202,9063005.52563477,13134.5502463335
1279,Atlanta Regional Commission,Yes,13121004900,2282,Tract,2020,"Census Tract 49, Fulton County",2994,557,0.428759,6982.9,11946796.1726074,16582.2978691393
1280,Atlanta Regional Commission,Yes,13121005000,2283,Tract,2020,"Census Tract 50, Fulton County",2997,627,0.525524,5702.9,14643013.8371582,16357.9727620996
1281,Atlanta Regional Commission,Yes,13121005200,2284,Tract,2020,"Census Tract 52, Fulton County",4968,515,0.875474,5674.6,24393795.8518066,23275.9675730156
1282,Atlanta Regional Commission,Yes,13121005300,2285,Tract,2020,"Census Tract 53, Fulton County",4053,406,0.855589,4737.1,23839775.9958496,22978.0211874271
1283,Atlanta Regional Commission,Yes,13121008202,2332,Tract,2020,"Census Tract 82.02, Fulton County",2359,588,2.733806,862.9,76175634.3764648,37713.7381361029
1284,Atlanta Regional Commission,Yes,13121008301,2335,Tract,2020,"Census Tract 83.01, Fulton County",2905,606,1.015079,2861.8,28284175.8452148,30129.4792872882
1285,Atlanta Regional Commission,Yes,13121008302,2336,Tract,2020,"Census Tract 83.02, Fulton County",1761,341,0.730155,2411.8,20345036.0827637,21566.3565752606
1286,Atlanta Regional Commission,Yes,13121008400,2337,Tract,2020,"Census Tract 84, Fulton County",2860,823,0.68673,4164.7,19135008.701416,21096.5815944766
1287,Atlanta Regional Commission,Yes,13121008500,2338,Tract,2020,"Census Tract 85, Fulton County",2356,645,1.455789,1618.4,40564184.6413574,38723.2346986659
1288,Atlanta Regional Commission,Yes,13121008601,2339,Tract,2020,"Census Tract 86.01, Fulton County",5195,1019,1.744343,2978.2,48604691.7619629,30204.9860170812
1289,Central Savannah River Area,No,13163960300,3064,Tract,2020,"Census Tract 9603, Jefferson County",5543,543,220.02142,25.2,6133591302.82813,593683.519628983
1290,Central Savannah River Area,No,13163960100,3062,Tract,2020,"Census Tract 9601, Jefferson County",4759,624,125.55515,37.9,3500482320.02441,267464.314356299
1291,Central Savannah River Area,No,13163960200,3063,Tract,2020,"Census Tract 9602, Jefferson County",2169,336,80.868637,26.8,2254338292.00684,254804.812101754
1292,Central Savannah River Area,No,13163960400,3065,Tract,2020,"Census Tract 9604, Jefferson County",3237,458,103.47735,31.3,2884572779.19287,290245.71145962
1293,Atlanta Regional Commission,Yes,13121005501,2286,Tract,2020,"Census Tract 55.01, Fulton County",3045,1156,0.460674,6609.9,12836051.8161621,15959.9998831125
1294,Atlanta Regional Commission,Yes,13121005700,2289,Tract,2020,"Census Tract 57, Fulton County",1335,295,0.290444,4596.4,8092785.61743164,15717.4571753031
1295,Atlanta Regional Commission,Yes,13121005800,2290,Tract,2020,"Census Tract 58, Fulton County",1207,280,0.485281,2487.2,13521662.1601563,22024.4724229575
1296,Atlanta Regional Commission,Yes,13121006100,2292,Tract,2020,"Census Tract 61, Fulton County",3406,619,0.867844,3924.7,24181390.7380371,23360.3991064414
1297,Atlanta Regional Commission,Yes,13121006300,2294,Tract,2020,"Census Tract 63, Fulton County",1617,283,0.512053,3157.9,14267692.5175781,17483.6951818677
1298,Atlanta Regional Commission,Yes,13121006400,2295,Tract,2020,"Census Tract 64, Fulton County",744,218,0.48523,1533.3,13520199.6242676,17301.6257513188
1299,Atlanta Regional Commission,Yes,13121006500,2296,Tract,2020,"Census Tract 65, Fulton County",3377,555,1.27046,2658.1,35399577.8598633,30478.6810379107
1300,Atlanta Regional Commission,Yes,13121008602,2340,Tract,2020,"Census Tract 86.02, Fulton County",1539,300,1.760503,874.2,49055150.0458984,36324.2435207024
1301,Heart of Georgia Altamaha,No,13315960100,3758,Tract,2020,"Census Tract 9601, Wilcox County",4043,345,118.80512,34,3309592766.48743,414726.583137302
1302,Middle Georgia,No,13153020400,3003,Tract,2020,"Census Tract 204, Houston County",2018,288,1.53322,1316.2,42713281.1918945,30005.8661036949
1303,Middle Georgia,No,13153021300,3027,Tract,2020,"Census Tract 213, Houston County",3860,564,30.890434,125,860752020.915161,202929.906023012
1304,Coastal Regional Commission,No,13039990000,1192,Tract,2020,"Census Tract 9900, Camden County",0,14,80.062462,0,2233339165.92908,288879.347309119
1305,Central Savannah River Area,No,13073030202,1726,Tract,2020,"Census Tract 302.02, Columbia County",2853,663,0.975579,2924.4,27206214.4111328,22567.9114631575
1306,Central Savannah River Area,No,13073030203,1727,Tract,2020,"Census Tract 302.03, Columbia County",6479,947,2.696502,2402.7,75196408.5383301,35457.5131909979
1307,Central Savannah River Area,No,13073030603,1744,Tract,2020,"Census Tract 306.03, Columbia County",3692,611,1.816257,2032.8,50650622.1394043,33485.8416653323
1308,Three Rivers,No,13035150300,1173,Tract,2020,"Census Tract 1503, Butts County",8443,773,60.166691,140.3,1676273995.77368,269348.507429836
1309,Atlanta Regional Commission,Yes,13121007500,2311,Tract,2020,"Census Tract 75, Fulton County",3228,394,1.284428,2513.2,35788616.8256836,35356.5541408338
1310,Coastal Regional Commission,No,13051004209,1269,Tract,2020,"Census Tract 42.09, Chatham County",3576,630,1.792838,1994.6,50037640.2709961,42001.0816136285
1311,Atlanta Regional Commission,Yes,13063040307,1440,Tract,2020,"Census Tract 403.07, Clayton County",4290,811,1.196278,3586.1,33331575.2502441,25878.2788267061
1312,Central Savannah River Area,No,13073030201,1725,Tract,2020,"Census Tract 302.01, Columbia County",6346,682,2.737233,2318.4,76332506.3320313,41001.5948898828
1313,Central Savannah River Area,No,13073030304,1728,Tract,2020,"Census Tract 303.04, Columbia County",10268,1383,15.044869,682.5,419525625.004395,95710.8929984664
1314,Coastal Regional Commission,No,13031110401,1147,Tract,2020,"Census Tract 1104.01, Bulloch County",4220,639,3.7232,1133.4,103838481.895752,44087.0432104721
1315,Georgia Mountains,No,13281960100,3615,Tract,2020,"Census Tract 9601, Towns County",4515,425,32.163521,140.4,896437950.922119,147180.423894518
1316,Coastal Regional Commission,No,13031110500,1152,Tract,2020,"Census Tract 1105, Bulloch County",4425,721,3.490025,1267.9,97338797.1635742,48534.2779122521
1317,Coastal Regional Commission,No,13031110800,1159,Tract,2020,"Census Tract 1108, Bulloch County",2994,554,72.179771,41.5,2012870180.49878,250097.191295289
1318,Three Rivers,Yes,13077170200,1752,Tract,2020,"Census Tract 1702, Coweta County",7777,935,14.997853,518.5,417902176.126953,89204.1006643191
1319,Atlanta Regional Commission,Yes,13121006000,2291,Tract,2020,"Census Tract 60, Fulton County",3438,742,0.604917,5683.4,16855373.0356445,20932.2799369813
1320,Middle Georgia,No,13079070202,1779,Tract,2020,"Census Tract 702.02, Crawford County",3182,498,88.974525,35.8,2478561866.93726,279042.437178856
1321,Middle Georgia,No,13079070201,1778,Tract,2020,"Census Tract 702.01, Crawford County",5671,571,87.588799,64.7,2440034705.66772,297305.235328807
1322,Northwest Georgia,No,13115001100,2162,Tract,2020,"Census Tract 11, Floyd County",2931,477,1.520241,1928,42372958.3996582,40947.1835635778
1323,Northwest Georgia,No,13115001200,2163,Tract,2020,"Census Tract 12, Floyd County",5335,539,2.240652,2381,62453490.8168945,51629.8289304461
1324,Southern Georgia,No,13185010302,3142,Tract,2020,"Census Tract 103.02, Lowndes County",2167,303,2.353197,920.9,65539124.0925903,46505.2742085765
1325,Southern Georgia,No,13185011600,3163,Tract,2020,"Census Tract 116, Lowndes County",3863,568,32.279495,119.7,899030738.816162,154808.529188198
1326,Southern Georgia,No,13185010102,3136,Tract,2020,"Census Tract 101.02, Lowndes County",6635,623,24.18462,274.3,673618736.868713,149070.628698541
1327,Southern Georgia,No,13185010301,3141,Tract,2020,"Census Tract 103.01, Lowndes County",4510,642,5.015961,899.1,139701827.059631,56410.4263022204
1328,Southern Georgia,No,13185011500,3162,Tract,2020,"Census Tract 115, Lowndes County",3892,597,32.103165,121.2,894122545.939575,147339.482708668
1329,Southern Georgia,No,13185010101,3135,Tract,2020,"Census Tract 101.01, Lowndes County",5917,996,23.311327,253.8,649279053.448547,128331.745925953
1330,Southern Georgia,No,13185010103,3137,Tract,2020,"Census Tract 101.03, Lowndes County",4414,475,7.074556,623.9,197039021.467529,77317.2383502589
1331,Southern Georgia,No,13185011200,3155,Tract,2020,"Census Tract 112, Lowndes County",5227,890,1.751773,2983.8,48788534.3666382,36911.5949269978
1332,Southern Georgia,No,13185011401,3158,Tract,2020,"Census Tract 114.01, Lowndes County",2187,370,17.040434,128.3,474577447.008606,126694.841425886
1333,Southern Georgia,No,13185010700,3149,Tract,2020,"Census Tract 107, Lowndes County",3596,504,102.67155,35,2859715987.88037,278541.685554329
1334,Southern Georgia,No,13185010401,3143,Tract,2020,"Census Tract 104.01, Lowndes County",1492,291,1.072007,1391.8,29856682.7804565,24874.5353939606
1335,Southern Georgia,No,13185010201,3138,Tract,2020,"Census Tract 102.01, Lowndes County",4510,914,42.066772,107.2,1171584565.82013,257741.1250246
1336,Heart of Georgia Altamaha,No,13271950500,3575,Tract,2020,"Census Tract 9505, Telfair County",3630,547,196.68823,18.5,5480208784.05835,485364.583904107
1337,Atlanta Regional Commission,Yes,13089980000,2008,Tract,2020,"Census Tract 9800, DeKalb County",0,14,0.286147,0,7973062.41503906,12593.9961143198
1338,River Valley,No,13053020203,1332,Tract,2020,"Census Tract 202.03, Chattahoochee County",1577,371,67.466393,23.4,1879478755.24438,230852.08937744
1339,River Valley,No,13053020206,1334,Tract,2020,"Census Tract 202.06, Chattahoochee County",734,159,117.82622,6.2,3282335207.37354,365145.789606441
1340,River Valley,No,13053020205,1333,Tract,2020,"Census Tract 202.05, Chattahoochee County",2176,382,3.046642,714.2,84875868.3974609,41214.4555444367
1341,Northwest Georgia,No,13123080500,2565,Tract,2020,"Census Tract 805, Gilmer County",4199,806,58.886234,71.3,1641093112.00708,266642.287224721
1342,Northwest Georgia,No,13123080200,2559,Tract,2020,"Census Tract 802, Gilmer County",5943,783,130.93453,45.4,3649203726.76416,355904.654261241
1343,Northwest Georgia,No,13123080100,2558,Tract,2020,"Census Tract 801, Gilmer County",4337,547,137.91173,31.4,3843492346.46704,300277.711249635
1344,Atlanta Regional Commission,Yes,13135050311,2667,Tract,2020,"Census Tract 503.11, Gwinnett County",3639,576,1.885478,1930,52538170.0380859,39142.7247368167
1345,Coastal Regional Commission,No,13179010402,3122,Tract,2020,"Census Tract 104.02, Liberty County",3947,544,8.262463,477.7,230465033.881104,73869.4519646972
1346,Coastal Regional Commission,No,13179010302,3120,Tract,2020,"Census Tract 103.02, Liberty County",5769,816,3.086165,1869.3,86083179.7426758,47231.896587318
1347,Coastal Regional Commission,No,13179010301,3119,Tract,2020,"Census Tract 103.01, Liberty County",1242,338,0.966713,1284.8,26964154.503418,23143.5532524987
1348,Coastal Regional Commission,No,13179010401,3121,Tract,2020,"Census Tract 104.01, Liberty County",2039,318,46.43935,43.9,1295452859.37427,223176.952172446
1349,Coastal Regional Commission,No,13179010504,3125,Tract,2020,"Census Tract 105.04, Liberty County",2194,316,30.075235,73,839027921.356323,166642.752978216
1350,Coastal Regional Commission,No,13179010503,3124,Tract,2020,"Census Tract 105.03, Liberty County",2750,472,12.562022,218.9,350465406.53125,109711.623822033
1351,Coastal Regional Commission,No,13251970402,3515,Tract,2020,"Census Tract 9704.02, Screven County",2397,423,118.54804,20.2,3307428088.83716,389489.339776753
1352,Coastal Regional Commission,No,13251970401,3514,Tract,2020,"Census Tract 9704.01, Screven County",1207,332,19.897175,60.7,555075279.154785,123656.628545463
1353,Middle Georgia,No,13207050301,3219,Tract,2020,"Census Tract 503.01, Monroe County",5835,701,153.97368,37.9,4289518538.13257,357151.900379434
1354,Middle Georgia,No,13207050102,3217,Tract,2020,"Census Tract 501.02, Monroe County",4366,638,98.182602,44.5,2735380494.65747,244847.561719859
1355,Middle Georgia,No,13207050200,3218,Tract,2020,"Census Tract 502, Monroe County",5548,645,41.589085,133.4,1158632117.83521,213585.689727943
1356,Middle Georgia,No,13207050302,3220,Tract,2020,"Census Tract 503.02, Monroe County",5769,806,57.350372,100.6,1597762030.55884,193737.850267753
1357,Middle Georgia,No,13207050101,3216,Tract,2020,"Census Tract 501.01, Monroe County",6307,739,47.374657,133.1,1319758553.24951,164698.629908025
1358,Northwest Georgia,No,13115001706,2171,Tract,2020,"Census Tract 17.06, Floyd County",1778,470,21.670597,82,603980078.131592,108832.948007772
1359,Northwest Georgia,No,13115001301,2164,Tract,2020,"Census Tract 13.01, Floyd County",2340,363,1.075801,2175.1,29985966.1940918,29904.3542836205
1360,Northwest Georgia,No,13115001302,2165,Tract,2020,"Census Tract 13.02, Floyd County",3396,609,3.360063,1010.7,93656389.6335449,45124.8584353664
1361,Northwest Georgia,No,13047030701,1237,Tract,2020,"Census Tract 307.01, Catoosa County",3047,534,8.744749,348.4,243779626.56543,98410.2553875942
1362,Northwest Georgia,No,13047030306,1230,Tract,2020,"Census Tract 303.06, Catoosa County",5565,688,4.476667,1243.1,124792220.113525,51429.7650147387
1363,Northwest Georgia,No,13047030502,1235,Tract,2020,"Census Tract 305.02, Catoosa County",3767,795,2.760537,1364.6,76956082.3222656,56814.6091131206
1364,Northwest Georgia,No,13047030702,1238,Tract,2020,"Census Tract 307.02, Catoosa County",4727,604,2.79662,1690.3,77961839.2595215,52703.2908207487
1365,Northwest Georgia,No,13047030501,1234,Tract,2020,"Census Tract 305.01, Catoosa County",2921,449,0.910129,3209.4,25371956.1867676,24142.912418777
1366,Northwest Georgia,No,13047030403,1232,Tract,2020,"Census Tract 304.03, Catoosa County",5220,851,19.051241,274,531086288.599854,145371.046988752
1367,Northwest Georgia,No,13047030404,1233,Tract,2020,"Census Tract 304.04, Catoosa County",2788,530,4.083086,682.8,113822816.47998,57396.0928889788
1368,Northwest Georgia,No,13047030305,1229,Tract,2020,"Census Tract 303.05, Catoosa County",1959,246,2.781602,704.3,77539444.5063477,46766.4077571501
1369,Coastal Regional Commission,No,13103030306,2095,Tract,2020,"Census Tract 303.06, Effingham County",3193,465,7.326896,435.8,204471288.783447,81865.3509141343
1370,Coastal Regional Commission,No,13103030309,2098,Tract,2020,"Census Tract 303.09, Effingham County",4268,682,33.624512,126.9,938439720.818848,214507.169571578
1371,Coastal Regional Commission,No,13103030307,2096,Tract,2020,"Census Tract 303.07, Effingham County",5337,619,4.055211,1316.1,113172156.244141,49702.5363384617
1372,Coastal Regional Commission,No,13103030308,2097,Tract,2020,"Census Tract 303.08, Effingham County",4393,532,4.150383,1058.5,115829287.774902,44685.1217537913
1373,Coastal Regional Commission,No,13103030206,2089,Tract,2020,"Census Tract 302.06, Effingham County",3169,717,55.916943,56.7,1560476283.56885,258120.475144626
1374,Coastal Regional Commission,No,13103030205,2088,Tract,2020,"Census Tract 302.05, Effingham County",3388,385,8.572473,395.2,239223429.199463,73573.6634401265
1375,Coastal Regional Commission,No,13103030207,2090,Tract,2020,"Census Tract 302.07, Effingham County",2023,303,19.816795,102.1,552908018.170654,154224.856458024
1376,Coastal Regional Commission,No,13103030208,2091,Tract,2020,"Census Tract 302.08, Effingham County",4157,632,21.828377,190.4,609084804.916992,107072.737850703
1377,Coastal Regional Commission,No,13103030404,2101,Tract,2020,"Census Tract 304.04, Effingham County",2978,392,13.236887,225,369350093.223145,88120.1022266584
1378,Coastal Regional Commission,No,13103030403,2100,Tract,2020,"Census Tract 304.03, Effingham County",4369,781,11.324659,385.8,316001491.999512,83726.1442356947
1379,Coastal Regional Commission,No,13103030209,2092,Tract,2020,"Census Tract 302.09, Effingham County",2380,468,12.509154,190.3,349061360.513428,102473.029392722
1380,Northeast Georgia,No,13059000401,1401,Tract,2020,"Census Tract 4.01, Clarke County",1429,260,0.604402,2364.3,16843618.447998,24468.4989116234
1381,Northwest Georgia,No,13295020503,3667,Tract,2020,"Census Tract 205.03, Walker County",4408,476,6.710797,656.9,187079349.336914,67231.6075210279
1382,Northwest Georgia,No,13295020903,3677,Tract,2020,"Census Tract 209.03, Walker County",2655,560,41.8074,63.5,1165455084.19629,304624.89076154
1383,Northwest Georgia,No,13295020701,3673,Tract,2020,"Census Tract 207.01, Walker County",2550,299,3.395802,750.9,94662355.0354004,50680.0102531544
1384,Northwest Georgia,No,13295020702,3674,Tract,2020,"Census Tract 207.02, Walker County",4670,306,5.923258,788.4,165119386.749023,82389.5516493298
1385,Northwest Georgia,No,13295020102,3662,Tract,2020,"Census Tract 201.02, Walker County",2040,390,5.203389,392.1,145058254.812988,73669.0599554772
1386,Northwest Georgia,No,13295020101,3661,Tract,2020,"Census Tract 201.01, Walker County",3493,467,2.582449,1352.6,71993206.7946777,44393.0258085576
1387,Northwest Georgia,No,13295020504,3668,Tract,2020,"Census Tract 205.04, Walker County",3355,785,4.718345,711.1,131536957.050049,54201.5962270997
1388,Northwest Georgia,No,13295020505,3669,Tract,2020,"Census Tract 205.05, Walker County",4220,1091,20.029793,210.7,558397124.556152,148931.569335022
1389,Northwest Georgia,No,13295020904,3678,Tract,2020,"Census Tract 209.04, Walker County",3128,586,29.261827,106.9,815694088.292725,170996.953157594
1390,Northwest Georgia,No,13295020506,3670,Tract,2020,"Census Tract 205.06, Walker County",4048,650,13.026308,310.8,363146110.273682,129003.628527779
1391,Three Rivers,No,13035150102,1170,Tract,2020,"Census Tract 1501.02, Butts County",4693,592,69.194969,67.8,1927843361.05029,298337.124614693
1392,Three Rivers,No,13035150201,1171,Tract,2020,"Census Tract 1502.01, Butts County",4978,414,22.219271,224,619047167.391602,124291.762287056
1393,Three Rivers,No,13035150202,1172,Tract,2020,"Census Tract 1502.02, Butts County",2449,384,16.117388,151.9,449048090.966553,103065.266914463
1394,Three Rivers,No,13035150101,1169,Tract,2020,"Census Tract 1501.01, Butts County",4387,767,20.42452,214.8,569061120.508545,136250.728606215
1395,Northwest Georgia,No,13083040103,1787,Tract,2020,"Census Tract 401.03, Dade County",2847,443,16.586929,171.6,462450938.664307,213028.100651336
1396,Northwest Georgia,No,13083040104,1788,Tract,2020,"Census Tract 401.04, Dade County",2023,358,31.250982,64.7,871282918.290527,203386.994394688
